rank,host,total_wall_seconds,coarse_points,coarse_surface_elements,coarse_volume_elements,facemap_entries,physical_boundary_faces,partition_boundary_faces,local_points_before_adjacency,local_surface_elements_before_adjacency,local_volume_elements_before_adjacency,shared_vertices,adjacent_processes,vertex_send_items,vertex_receive_items,volume_send_items,volume_receive_items,local_points_after_adjacency,local_surface_elements_after_adjacency,local_volume_elements_after_adjacency,peak_rss_mib,hardware_cache_available,process_io_available
0,cn2408,53.115306044,8067,12694,26411,14320,12694,1626,264125,116224,1406592,11841,4,11773,108,23308,23279,274025,116224,1429871,542.3203125,0,1
1,cn2409,53.188903433,8067,12694,26411,14320,12694,1626,299818,157184,1557504,14682,5,9842,4998,28694,28657,311944,157184,1586161,592.15234375,0,1
2,cn2410,53.204497666,8067,12694,26411,14320,12694,1626,307855,147968,1620032,11553,3,4920,6681,22812,22766,317264,147968,1642798,595.6796875,0,1
3,cn2411,53.221974021,8067,12694,26411,14320,12694,1626,317077,137216,1691776,12346,5,6204,6160,23946,24040,327519,137216,1715816,588.83984375,0,1
4,cn2412,53.206741949,8067,12694,26411,14320,12694,1626,238497,123392,1241344,15337,4,15338,65,30379,30294,251102,123392,1271638,543.86328125,0,1
5,cn2413,53.215707992,8067,12694,26411,14320,12694,1626,236229,115712,1239680,18929,3,11186,7808,37346,37365,251620,115712,1277045,542.8125,0,1
6,cn2414,53.104833424,8067,12694,26411,14320,12694,1626,201973,88576,1075968,17632,4,9406,8226,34737,34842,216458,88576,1110810,542.265625,0,1
7,cn2415,53.168915692,8067,12694,26411,14320,12694,1626,234985,121344,1223552,21945,4,0,21945,43360,43302,252933,121344,1266854,551.41015625,0,1
8,cn2416,53.209087829,8067,12694,26411,14320,12694,1626,250959,128000,1309248,13985,4,13984,50,27508,27446,262566,128000,1336694,544.10546875,0,1
9,cn2417,53.389752256,8067,12694,26411,14320,12694,1626,359023,154112,1918144,13593,4,6767,6878,26659,26667,370141,154112,1944811,591.87109375,0,1
10,cn2418,53.250565755,8067,12694,26411,14320,12694,1626,285629,127488,1518208,11970,5,2206,9811,23199,23259,295619,127488,1541467,544.79296875,0,1
11,cn2419,53.161147913,8067,12694,26411,14320,12694,1626,252771,102400,1359680,6233,2,0,6233,12155,12146,257977,102400,1371826,540.59375,0,1
12,cn2420,53.210074857,8067,12694,26411,14320,12694,1626,303629,122880,1633536,12089,4,12117,51,23487,23427,314019,122880,1656963,554.69140625,0,1
13,cn2421,53.373231376,8067,12694,26411,14320,12694,1626,346359,160768,1831360,14457,5,7844,6668,28139,28141,358308,160768,1859501,594.1328125,0,1
14,cn2422,53.193973044,8067,12694,26411,14320,12694,1626,255255,133632,1326016,11169,4,3503,7682,21667,21737,264462,133632,1347753,580.65625,0,1
15,cn2423,53.300279642,8067,12694,26411,14320,12694,1626,316789,136192,1691904,10673,4,0,10673,20634,20664,325565,136192,1712568,594.015625,0,1
16,cn2424,53.20519589,8067,12694,26411,14320,12694,1626,287761,124416,1535872,17017,6,13665,3462,33471,33443,301879,124416,1569315,544.171875,0,1
17,cn2425,53.208463076,8067,12694,26411,14320,12694,1626,283629,139776,1487104,18449,6,7727,10758,36270,36275,298790,139776,1523379,577.6484375,0,1
18,cn2426,53.154462384,8067,12694,26411,14320,12694,1626,282623,123392,1506624,8377,5,6344,2130,16268,16268,289597,123392,1522892,543.765625,0,1
19,cn2427,53.086565706,8067,12694,26411,14320,12694,1626,276724,110080,1491264,4234,3,0,4234,7986,7955,280316,110080,1499219,541.4609375,0,1
20,cn2428,53.186125214,8067,12694,26411,14320,12694,1626,269887,116224,1441088,18008,5,10749,7375,35508,35562,284844,116224,1476650,541.921875,0,1
21,cn2429,53.167277518,8067,12694,26411,14320,12694,1626,278670,130560,1471488,15466,5,2736,12778,30329,30252,291564,130560,1501740,545.34765625,0,1
22,cn2430,53.243036845,8067,12694,26411,14320,12694,1626,316939,144896,1679296,14746,5,8107,6673,28613,28740,329043,144896,1708036,590.3671875,0,1
23,cn2431,53.252023748,8067,12694,26411,14320,12694,1626,316421,139776,1683968,10642,3,5230,5447,20659,20626,325349,139776,1704594,588.0625,0,1
24,cn2432,53.093031968,8067,12694,26411,14320,12694,1626,228675,103936,1212736,14961,5,14886,111,29526,29611,240885,103936,1242347,540.57421875,0,1
25,cn2433,53.145180231,8067,12694,26411,14320,12694,1626,261595,120832,1383872,14705,4,8049,6769,29090,28958,273822,120832,1412830,543.1640625,0,1
26,cn2434,53.266205146,8067,12694,26411,14320,12694,1626,345600,149504,1844416,10610,5,3736,6950,20684,20653,354435,149504,1865069,591.03125,0,1
27,cn2435,53.129662513,8067,12694,26411,14320,12694,1626,268769,121344,1426560,10561,5,0,10561,20729,20680,277620,121344,1447240,551.125,0,1
28,cn2436,53.176017018,8067,12694,26411,14320,12694,1626,276795,129024,1462848,15658,3,14737,937,30847,30823,289685,129024,1493671,544.72265625,0,1
29,cn2437,53.049213294,8067,12694,26411,14320,12694,1626,211533,98304,1118336,17841,3,0,17841,35195,35272,225808,98304,1153608,540.59765625,0,1
30,cn2438,53.141555019,8067,12694,26411,14320,12694,1626,260987,131072,1364928,13642,4,4388,9284,26586,26662,272271,131072,1391590,551.02734375,0,1
31,cn2439,53.177421051,8067,12694,26411,14320,12694,1626,312829,125952,1684352,6097,3,0,6097,11882,11861,317947,125952,1696213,556.6640625,0,1
