algorithm,timing,ranks,partition_seed,repeat,stage,mean_seconds,max_seconds,calls_sum
balance,natural,1024,41,1,adjacency_build,0.008988852672846992,0.02010636099976182,1024
balance,natural,1024,41,1,element_count_allgather,0.008324473110338904,0.010106683999765664,1024
balance,natural,1024,41,1,face_allgatherv,0.3781787813749884,0.7119602840002699,1024
balance,natural,1024,41,1,face_collective_setup,0.00017849884668086347,0.0007939699999042205,1024
balance,natural,1024,41,1,face_global_merge,0.08858275804394466,0.09713727799999106,1024
balance,natural,1024,41,1,face_local_extract,0.17502851539746223,0.19319074599980013,1024
balance,natural,1024,41,1,face_map_setup,0.008291570865240239,0.009998374000133481,1024
balance,natural,1024,41,1,face_pipeline_total,0.6555887434531202,0.9861787810000351,1024
balance,natural,1024,41,1,local_volume_mesh,7.589791780468754,9.95027760899984,1024
balance,natural,1024,41,1,metis_partition,1.7618442585986283,1.806699197999933,1024
balance,natural,1024,41,1,metis_seed,0.0012929238916012942,1.3239540649997252,1
balance,natural,1024,41,1,part_face_create,0.023523342942379788,0.027521696999883716,1024
balance,natural,1024,41,1,partition_cost_balance,3.402166308585919e-05,0.03483818299991981,1
balance,natural,1024,41,1,partition_cost_setup,0.00038169158105505474,0.39085217900037605,1
balance,natural,1024,41,1,partition_distribution,1.7599163160283147,1.8065778759996647,1024
balance,natural,1024,41,1,partition_node_mapping,5.284443358455349e-07,0.0005411269999058277,1
balance,natural,1024,41,1,submesh_initialization,0.0002474144619188934,0.0005122469997331791,1024
balance,natural,1024,41,1,surface_refine,0.010367839408197632,0.0293959549999272,1024
balance,natural,1024,41,1,vertex_count_allgather,2.969962027828119,6.493508605999978,1024
balance,natural,1024,41,1,vertex_exchange,0.019325782547854775,0.03798284100003002,1024
balance,natural,1024,41,1,vertex_exchange_prepare,0.00034725469336782666,0.0010595519997878,1024
balance,natural,1024,41,1,vertex_exchange_unpack,0.009510782812497176,0.027138979000028485,1024
balance,natural,1024,41,1,vertex_numbering_local,0.05855215076366527,0.10674806099996204,1024
balance,natural,1024,41,1,volume_exchange_pack,0.9434960052773418,1.4455807079998522,1024
balance,natural,1024,41,1,volume_exchange_unpack,1.0022627141591811,1.8656162239999503,1024
balance,natural,1024,41,1,volume_payload_exchange,0.05190816118749453,0.08252922699966803,1024
balance,natural,1024,41,1,volume_payload_prepare,0.006271684701170788,0.014321089000077336,1024
balance,natural,1024,41,1,volume_refine,3.005012819185541,3.985656683000343,1024
balance,natural,1024,41,1,volume_size_exchange,0.5131915652373147,0.9086007239998253,1024
balance,natural,1024,41,2,adjacency_build,0.009022396436523528,0.017508233000000928,1024
balance,natural,1024,41,2,element_count_allgather,0.002414524979491073,0.005208514000003106,1024
balance,natural,1024,41,2,face_allgatherv,0.4390959714794913,0.7489222470000527,1024
balance,natural,1024,41,2,face_collective_setup,0.00017496370214781232,0.0018670009999937065,1024
balance,natural,1024,41,2,face_global_merge,0.08854233113769594,0.11999263399997062,1024
balance,natural,1024,41,2,face_local_extract,0.17554797719043036,0.21660146800002167,1024
balance,natural,1024,41,2,face_map_setup,0.008274366414062206,0.00939933700004758,1024
balance,natural,1024,41,2,face_pipeline_total,0.7169551093847651,1.01902501699999,1024
balance,natural,1024,41,2,local_volume_mesh,7.588998252227539,10.156213275000027,1024
balance,natural,1024,41,2,metis_partition,1.7358959595136711,1.7680600690000006,1024
balance,natural,1024,41,2,metis_seed,0.0012661697382812531,1.2965578120000032,1
balance,natural,1024,41,2,part_face_create,0.02352610923242321,0.029741029999968305,1024
balance,natural,1024,41,2,partition_cost_balance,3.542935839845329e-05,0.03627966300001617,1
balance,natural,1024,41,2,partition_cost_setup,0.00038475214453126405,0.3939861960000144,1
balance,natural,1024,41,2,partition_distribution,1.733951604195312,1.7678107649999788,1024
balance,natural,1024,41,2,partition_node_mapping,5.45065429680136e-07,0.0005581469999924593,1
balance,natural,1024,41,2,submesh_initialization,0.0002571957548829218,0.0006497900000113077,1024
balance,natural,1024,41,2,surface_refine,0.01033833656445221,0.013760535999949752,1024
balance,natural,1024,41,2,vertex_count_allgather,3.217441771024415,7.154587118000052,1024
balance,natural,1024,41,2,vertex_exchange,0.01962310915527321,0.04008426000001464,1024
balance,natural,1024,41,2,vertex_exchange_prepare,0.0003499724179681918,0.00120497500000738,1024
balance,natural,1024,41,2,vertex_exchange_unpack,0.009575269150390142,0.048991026999999576,1024
balance,natural,1024,41,2,vertex_numbering_local,0.058832522902343365,0.1130732540000281,1024
balance,natural,1024,41,2,volume_exchange_pack,0.9403976170869143,1.4980077600000072,1024
balance,natural,1024,41,2,volume_exchange_unpack,1.0001505608339838,1.7274973979999686,1024
balance,natural,1024,41,2,volume_payload_exchange,0.0526012810390632,0.08081405299998323,1024
balance,natural,1024,41,2,volume_payload_prepare,0.00627049993359452,0.016275352999969073,1024
balance,natural,1024,41,2,volume_refine,2.998155509837891,4.044940564000001,1024
balance,natural,1024,41,2,volume_size_exchange,0.5574979645781255,0.9671381129999759,1024
balance,natural,1024,41,3,adjacency_build,0.008810277995115134,0.018434850999938135,1024
balance,natural,1024,41,3,element_count_allgather,0.010563384784179952,0.011930464000101892,1024
balance,natural,1024,41,3,face_allgatherv,0.3750754723027342,0.712217107000015,1024
balance,natural,1024,41,3,face_collective_setup,0.00018091285644594723,0.000832408999940526,1024
balance,natural,1024,41,3,face_global_merge,0.0885126576914067,0.096059471999979,1024
balance,natural,1024,41,3,face_local_extract,0.17471612558300764,0.18616464199999427,1024
balance,natural,1024,41,3,face_map_setup,0.008257934927736521,0.01000640300003397,1024
balance,natural,1024,41,3,face_pipeline_total,0.652056950579102,0.9871700730000157,1024
balance,natural,1024,41,3,local_volume_mesh,7.58630932079492,9.960820616000092,1024
balance,natural,1024,41,3,metis_partition,1.7853823310039034,1.791716283000028,1024
balance,natural,1024,41,3,metis_seed,0.0012890981357421838,1.3200364909999962,1
balance,natural,1024,41,3,part_face_create,0.023526925278320454,0.02746672299997499,1024
balance,natural,1024,41,3,partition_cost_balance,3.699508203125479e-05,0.037882964000004904,1
balance,natural,1024,41,3,partition_cost_setup,0.0003939429648437409,0.4033975959999907,1
balance,natural,1024,41,3,partition_distribution,1.7834290009101554,1.791525872999955,1024
balance,natural,1024,41,3,partition_node_mapping,5.580146484884807e-07,0.0005714070000522042,1
