algorithm,timing,ranks,partition_seed,repeat,stage,mean_seconds,max_seconds,calls_sum
balance,natural,1024,41,1,adjacency_build,0.010159549811524726,0.023494745999983024,1024
balance,natural,1024,41,1,element_count_allgather,0.005087626922852251,0.009491080999964652,1024
balance,natural,1024,41,1,face_allgatherv,0.3934959779072269,0.7190315429999714,1024
balance,natural,1024,41,1,face_collective_setup,0.00025034980273241914,0.003472721999969508,1024
balance,natural,1024,41,1,face_global_merge,0.09019902676367214,0.09837853100003713,1024
balance,natural,1024,41,1,face_local_extract,0.012427068716796608,0.016739824000012504,1024
balance,natural,1024,41,1,face_map_setup,0.007638911170898766,0.009211712000023908,1024
balance,natural,1024,41,1,face_pipeline_total,0.5080904151875006,0.8363322640000206,1024
balance,natural,1024,41,1,local_volume_mesh,34.87727939151562,96.91961199300005,16384
balance,natural,1024,41,1,metis_partition,2.980112029978515,2.9815119450000225,1024
balance,natural,1024,41,1,part_face_create,0.14150374320508197,0.34002172599974756,16384
balance,natural,1024,41,1,submesh_initialization,0.00013914420019578433,0.0002611830000205373,1024
balance,natural,1024,41,1,surface_refine,0.03411391527343777,0.08241521400003649,16384
balance,natural,1024,41,1,task_completion_wait,62.01486226763867,86.076603363,1024
balance,natural,1024,41,1,task_dispatch,0.1263438060810509,0.15104041600000073,17407
balance,natural,1024,41,1,task_geometry_setup,0.4154226022275394,0.4360277829999859,1024
balance,natural,1024,41,1,task_merge,0.0265531285957033,0.05679427799998393,1024
balance,natural,1024,41,1,task_metadata,0.0,0,0
balance,natural,1024,41,1,task_scheduler_service,0.09500489303320314,97.28501046600002,1
balance,natural,1024,41,1,vertex_count_allgather,4.729819340598634,9.382895609000002,1024
balance,natural,1024,41,1,vertex_exchange,0.04788800333984411,0.11012464899999941,1024
balance,natural,1024,41,1,vertex_exchange_prepare,0.0004478979814466766,0.0027426789999935863,1024
balance,natural,1024,41,1,vertex_exchange_unpack,0.013450867481444029,0.06551810100000921,1024
balance,natural,1024,41,1,vertex_numbering_local,0.07189527835937515,0.2442306940000094,1024
balance,natural,1024,41,1,volume_exchange_pack,1.346567454393555,3.394017286999997,1024
balance,natural,1024,41,1,volume_exchange_unpack,1.5677660878330075,3.6667644419999874,1024
balance,natural,1024,41,1,volume_payload_exchange,0.1295277569921886,0.21522962000000234,1024
balance,natural,1024,41,1,volume_payload_prepare,0.01074434481640657,0.034035919000018566,1024
balance,natural,1024,41,1,volume_refine,4.2228398896962895,8.606278402000044,1024
balance,natural,1024,41,1,volume_size_exchange,2.164519172176758,3.5898516400000062,1024
balance,natural,1024,41,2,adjacency_build,0.010083315925779157,0.019082950999973036,1024
balance,natural,1024,41,2,element_count_allgather,0.004812239626957648,0.009242896999921868,1024
balance,natural,1024,41,2,face_allgatherv,0.39863902229101833,0.7223647220000657,1024
balance,natural,1024,41,2,face_collective_setup,0.00024333131054588009,0.0009078730001874646,1024
balance,natural,1024,41,2,face_global_merge,0.0903395644824192,0.12057030000005398,1024
balance,natural,1024,41,2,face_local_extract,0.012380073682614068,0.015321171999858052,1024
balance,natural,1024,41,2,face_map_setup,0.007621234432617863,0.009842571000035605,1024
balance,natural,1024,41,2,face_pipeline_total,0.5133080571103557,0.838632385999972,1024
balance,natural,1024,41,2,local_volume_mesh,34.95490543432616,89.88849580300075,16384
balance,natural,1024,41,2,metis_partition,2.955263378190428,2.975541049999947,1024
balance,natural,1024,41,2,part_face_create,0.1415757087089784,0.3232721399992897,16384
balance,natural,1024,41,2,submesh_initialization,0.00016339062597281462,0.021828718000051595,1024
balance,natural,1024,41,2,surface_refine,0.034141480868171925,0.07413267299989457,16384
balance,natural,1024,41,2,task_completion_wait,54.88071983766504,80.12738340500005,1024
balance,natural,1024,41,2,task_dispatch,0.12674424336814782,0.15762674299980972,17407
balance,natural,1024,41,2,task_geometry_setup,0.41494036364550557,0.43661212500001056,1024
balance,natural,1024,41,2,task_merge,0.026531938427734936,0.05191452899998694,1024
balance,natural,1024,41,2,task_metadata,0.0,0,0
balance,natural,1024,41,2,task_scheduler_service,0.08810733416601568,90.22191018600006,1
balance,natural,1024,41,2,vertex_count_allgather,4.425892659560543,9.10013558699984,1024
balance,natural,1024,41,2,vertex_exchange,0.04699521134472895,0.10431172499988861,1024
balance,natural,1024,41,2,vertex_exchange_prepare,0.0004374409931642287,0.0024886549999791896,1024
balance,natural,1024,41,2,vertex_exchange_unpack,0.01318012473730712,0.05713612900012777,1024
balance,natural,1024,41,2,vertex_numbering_local,0.07162350502441117,0.23083979799980625,1024
balance,natural,1024,41,2,volume_exchange_pack,1.3463155558173845,3.6068074469999374,1024
balance,natural,1024,41,2,volume_exchange_unpack,1.5697715794130847,4.05407226300008,1024
balance,natural,1024,41,2,volume_payload_exchange,0.13046257993652777,0.22359521100020174,1024
balance,natural,1024,41,2,volume_payload_prepare,0.010703277985351978,0.03913003499997103,1024
balance,natural,1024,41,2,volume_refine,4.233671306646489,8.36366471500014,1024
balance,natural,1024,41,2,volume_size_exchange,2.358206715103518,3.782079622000083,1024
balance,natural,1024,41,3,adjacency_build,0.010070010300780474,0.021566655000242463,1024
balance,natural,1024,41,3,element_count_allgather,0.004966406945311697,0.009457159999783471,1024
balance,natural,1024,41,3,face_allgatherv,0.4266044234873019,0.7414642200001254,1024
balance,natural,1024,41,3,face_collective_setup,0.0002925774179769469,0.0032369210002798354,1024
balance,natural,1024,41,3,face_global_merge,0.09031144225195664,0.12218927899994014,1024
balance,natural,1024,41,3,face_local_extract,0.012628620049806472,0.03320056200027466,1024
balance,natural,1024,41,3,face_map_setup,0.0076500702919921615,0.013748535000104312,1024
