algorithm,timing,ranks,repeat,stage,mean_seconds,max_seconds,calls_sum
balance,natural,1024,1,adjacency_build,0.009325707011714313,0.034460923999859006,1024
balance,natural,1024,1,element_count_allgather,0.004816676581056667,0.007581673999993654,1024
balance,natural,1024,1,face_allgatherv,0.3881378764375052,0.6999728400001004,1024
balance,natural,1024,1,face_collective_setup,0.00017590100097564232,0.0008772899998348294,1024
balance,natural,1024,1,face_global_merge,0.0885360363125014,0.09627955099995233,1024
balance,natural,1024,1,face_local_extract,0.17473582436328172,0.18683334100001048,1024
balance,natural,1024,1,face_map_setup,0.008350519264649137,0.010380408999935753,1024
balance,natural,1024,1,face_pipeline_total,0.6652112821240237,0.9745652819999577,1024
balance,natural,1024,1,local_volume_mesh,7.626981924903321,10.133644103000051,1024
balance,natural,1024,1,metis_partition,1.922284982359372,1.9228463399999782,1024
balance,natural,1024,1,metis_seed,0.0012840338398436568,1.3148506519999046,1
balance,natural,1024,1,part_face_create,0.02392422899902491,0.027184043000033853,1024
balance,natural,1024,1,partition_cost_balance,0.00021113844433595652,0.21620576700001948,1
balance,natural,1024,1,partition_cost_setup,0.0003718257167968364,0.3807495339999605,1
balance,natural,1024,1,partition_distribution,1.92022802551172,1.9227519389999088,1024
balance,natural,1024,1,submesh_initialization,0.00022921522949381767,0.00042082499999196443,1024
balance,natural,1024,1,surface_refine,0.010540858170897227,0.014108702999919842,1024
balance,natural,1024,1,vertex_count_allgather,3.213348057821292,6.153963428999987,1024
balance,natural,1024,1,vertex_exchange,0.019902779749999988,0.03642691000004561,1024
balance,natural,1024,1,vertex_exchange_prepare,0.00036646228906578315,0.001187975999982882,1024
balance,natural,1024,1,vertex_exchange_unpack,0.010023506910158408,0.0326794110001174,1024
balance,natural,1024,1,vertex_numbering_local,0.061831994298831905,0.1160762929998782,1024
balance,natural,1024,1,volume_exchange_pack,0.9669433528330154,1.4400054750001345,1024
balance,natural,1024,1,volume_exchange_unpack,1.0149475342646503,1.9532727239998167,1024
balance,natural,1024,1,volume_payload_exchange,0.05387809151171896,0.07966594799995619,1024
balance,natural,1024,1,volume_payload_prepare,0.00654832622559165,0.013882137000109651,1024
balance,natural,1024,1,volume_refine,3.0482602349238297,4.312620733999893,1024
balance,natural,1024,1,volume_size_exchange,0.4905435863447243,0.9187515529999928,1024
balance,natural,1024,2,adjacency_build,0.00941335950097244,0.01776714900006482,1024
balance,natural,1024,2,element_count_allgather,0.009880678208979088,0.011451501000010467,1024
balance,natural,1024,2,face_allgatherv,0.3811964544404227,0.7369660210001712,1024
balance,natural,1024,2,face_collective_setup,0.00018020358886738919,0.000830051999855641,1024
balance,natural,1024,2,face_global_merge,0.08872273625586624,0.11006509600019854,1024
balance,natural,1024,2,face_local_extract,0.17521751093262994,0.19524883099984436,1024
balance,natural,1024,2,face_map_setup,0.008470040302737125,0.023204817000078037,1024
balance,natural,1024,2,face_pipeline_total,0.6591169285273422,1.0104897080000228,1024
balance,natural,1024,2,local_volume_mesh,7.629472172606437,10.119753166999999,1024
balance,natural,1024,2,metis_partition,1.8905060030585905,1.9382458909999514,1024
balance,natural,1024,2,metis_seed,0.0012366000917967135,1.2662784939998346,1
balance,natural,1024,2,part_face_create,0.023960510014637393,0.04242845699991449,1024
balance,natural,1024,2,partition_cost_balance,0.00020909445410177696,0.2141127210002196,1
balance,natural,1024,2,partition_cost_setup,0.0003728932509763361,0.38184268899976814,1
balance,natural,1024,2,partition_distribution,1.8885401312080088,1.9381248699996831,1024
balance,natural,1024,2,submesh_initialization,0.000223175948245391,0.0004318450000937446,1024
balance,natural,1024,2,surface_refine,0.010572214007809055,0.02255384199997934,1024
balance,natural,1024,2,vertex_count_allgather,3.287773484212882,6.046857922999607,1024
balance,natural,1024,2,vertex_exchange,0.020113583277341807,0.040302884000084305,1024
balance,natural,1024,2,vertex_exchange_prepare,0.0003600039658175902,0.001047592999839253,1024
balance,natural,1024,2,vertex_exchange_unpack,0.010005703358383577,0.03172542999982397,1024
balance,natural,1024,2,vertex_numbering_local,0.062124816355467516,0.11163508699974045,1024
balance,natural,1024,2,volume_exchange_pack,0.9690839735039143,1.5542172750001555,1024
balance,natural,1024,2,volume_exchange_unpack,1.0128105382216765,1.797619339999983,1024
balance,natural,1024,2,volume_payload_exchange,0.053832315883788784,0.08491997300006915,1024
balance,natural,1024,2,volume_payload_prepare,0.006550474211915347,0.013820277999911923,1024
balance,natural,1024,2,volume_refine,3.050921157999992,4.291120664000118,1024
balance,natural,1024,2,volume_size_exchange,0.6050868623613423,1.0428026570002658,1024
balance,natural,1024,3,adjacency_build,0.00932384837011746,0.017453621000186104,1024
balance,natural,1024,3,element_count_allgather,0.004090629352538233,0.007652592999875196,1024
balance,natural,1024,3,face_allgatherv,0.40453354937695396,0.743666444000155,1024
balance,natural,1024,3,face_collective_setup,0.00017369669923139597,0.0008000099996934296,1024
balance,natural,1024,3,face_global_merge,0.08866006777148439,0.09660405099975833,1024
balance,natural,1024,3,face_local_extract,0.17483047373242444,0.22689902800038908,1024
balance,natural,1024,3,face_map_setup,0.008400396652336717,0.020854306000273937,1024
balance,natural,1024,3,face_pipeline_total,0.6818875782197278,1.0198445080000056,1024
balance,natural,1024,3,local_volume_mesh,7.634409161010746,10.188237014000151,1024
balance,natural,1024,3,metis_partition,1.925162402484378,1.9757462090001354,1024
balance,natural,1024,3,metis_seed,0.0012534167324216305,1.2834987339997497,1
balance,natural,1024,3,part_face_create,0.023908829097656348,0.029473039000095014,1024
balance,natural,1024,3,partition_cost_balance,0.0002098965156247523,0.21493403199974637,1
balance,natural,1024,3,partition_cost_setup,0.00037220384765612735,0.3811367399998744,1
balance,natural,1024,3,partition_distribution,1.9231953140410107,1.975609790999897,1024
balance,natural,1024,3,submesh_initialization,0.00022991086719059695,0.0004443670000000566,1024
balance,natural,1024,3,surface_refine,0.010553592659170441,0.01349724600004265,1024
balance,natural,1024,3,vertex_count_allgather,3.287200568391597,6.20378364599992,1024
balance,natural,1024,3,vertex_exchange,0.02005849714160446,0.038242937000177335,1024
balance,natural,1024,3,vertex_exchange_prepare,0.000358652204092369,0.0010765949996311974,1024
balance,natural,1024,3,vertex_exchange_unpack,0.01003735800098049,0.03207825399977082,1024
balance,natural,1024,3,vertex_numbering_local,0.06204892607129153,0.1137238360001902,1024
balance,natural,1024,3,volume_exchange_pack,0.9689471405703118,1.4276548539996838,1024
balance,natural,1024,3,volume_exchange_unpack,1.0125357776513617,1.8359690489996865,1024
balance,natural,1024,3,volume_payload_exchange,0.05373491282129361,0.08613248400024531,1024
balance,natural,1024,3,volume_payload_prepare,0.006562535504875733,0.013377949000187073,1024
balance,natural,1024,3,volume_refine,3.048658074333004,4.359552306000296,1024
balance,natural,1024,3,volume_size_exchange,0.45413663531835224,0.8773854710002524,1024
balance,natural,1024,4,adjacency_build,0.009284467433601673,0.017433378000077937,1024
balance,natural,1024,4,element_count_allgather,0.0025026349814347704,0.007367963999968197,1024
balance,natural,1024,4,face_allgatherv,0.41140534879297963,0.740349628000331,1024
balance,natural,1024,4,face_collective_setup,0.00016868823732085758,0.0008185090000552009,1024
balance,natural,1024,4,face_global_merge,0.08861487240528243,0.09697864100007791,1024
balance,natural,1024,4,face_local_extract,0.17436341615625484,0.22584202600000935,1024
balance,natural,1024,4,face_map_setup,0.008332582538078004,0.014034889000413386,1024
balance,natural,1024,4,face_pipeline_total,0.688162158580087,1.0089510359998712,1024
balance,natural,1024,4,local_volume_mesh,7.623669166259766,10.076626398999906,1024
balance,natural,1024,4,metis_partition,1.8786699288554725,1.8984218219998183,1024
balance,natural,1024,4,metis_seed,0.0012176603320313006,1.2468841800000519,1
balance,natural,1024,4,part_face_create,0.023929786906241368,0.027153722000093694,1024
balance,natural,1024,4,partition_cost_balance,0.00020923071582057418,0.21425225300026796,1
balance,natural,1024,4,partition_cost_setup,0.00037611231249989885,0.3851390079998964,1
balance,natural,1024,4,partition_distribution,1.8767249483525408,1.89827632000015,1024
balance,natural,1024,4,submesh_initialization,0.00022138553125072846,0.009573423999881925,1024
balance,natural,1024,4,surface_refine,0.010549015328124689,0.016235821999998734,1024
balance,natural,1024,4,vertex_count_allgather,3.2294691164804665,6.229401007999968,1024
balance,natural,1024,4,vertex_exchange,0.020073486611325908,0.04233386800024164,1024
balance,natural,1024,4,vertex_exchange_prepare,0.00035496516113209253,0.0011724539999704575,1024
balance,natural,1024,4,vertex_exchange_unpack,0.0099779447148447,0.03988098700028786,1024
balance,natural,1024,4,vertex_numbering_local,0.0616932745400387,0.12233422700001029,1024
balance,natural,1024,4,volume_exchange_pack,0.967800804769535,1.5373486499997853,1024
balance,natural,1024,4,volume_exchange_unpack,1.0113099916513728,1.879844241000228,1024
balance,natural,1024,4,volume_payload_exchange,0.053762521616206094,0.07712052099986977,1024
balance,natural,1024,4,volume_payload_prepare,0.006595702402341086,0.01339142400001947,1024
balance,natural,1024,4,volume_refine,3.0516713478828126,4.34216318100016,1024
balance,natural,1024,4,volume_size_exchange,0.5772338071357375,1.0016572780000388,1024
balance,natural,1024,5,adjacency_build,0.009387871063480269,0.017038751999734814,1024
balance,natural,1024,5,element_count_allgather,0.010556499270503839,0.011927087000003667,1024
balance,natural,1024,5,face_allgatherv,0.4056012305292973,0.7013498430001164,1024
balance,natural,1024,5,face_collective_setup,0.0001834689414033086,0.0008546320000277774,1024
balance,natural,1024,5,face_global_merge,0.08850898687402253,0.09550002400010271,1024
balance,natural,1024,5,face_local_extract,0.17486482331250208,0.20502914400003647,1024
balance,natural,1024,5,face_map_setup,0.008333272800782776,0.01019606699992437,1024
balance,natural,1024,5,face_pipeline_total,0.6827979439540997,0.9755556949999118,1024
balance,natural,1024,5,local_volume_mesh,7.6281526472920005,10.217661126000166,1024
balance,natural,1024,5,metis_partition,1.9682095167460933,1.9888018639999245,1024
balance,natural,1024,5,metis_seed,0.001321538268554523,1.3532551869998315,1
balance,natural,1024,5,part_face_create,0.02394305425684129,0.04384690999995655,1024
